model,races,winner_accuracy,podium_overlap_accuracy,podium_exact_order_accuracy,top10_overlap_accuracy,mae_finish_position,brier_podium,brier_top10,brier_win
model,6,0.8333333333333334,0.4444444444444444,0.0,0.65,4.796831772127371,0.08952878787878789,0.24086818181818181,0.01854191919191919
grid_baseline,6,0.8333333333333334,0.611111111111111,0.16666666666666666,0.6833333333333332,4.075757575757576,0.10606060606060606,0.2878787878787879,0.015151515151515152
pole_sitter_baseline,6,0.8333333333333334,0.611111111111111,0.16666666666666666,0.6833333333333332,4.075757575757576,0.10606060606060606,0.2878787878787879,0.015151515151515152
constructor_strength_baseline,6,0.8333333333333334,0.5555555555555556,0.0,0.6999999999999998,4.2727272727272725,0.12121212121212122,0.2727272727272727,0.015151515151515152
