model,races,winner_accuracy,podium_overlap_accuracy,podium_exact_order_accuracy,top10_overlap_accuracy,mae_finish_position,brier_podium,brier_top10,brier_win,alpha
blend_alpha_0.00,24,0.625,0.736111111111111,0.16666666666666666,0.775,3.39832285115304,0.06115830421616585,0.16993526671325412,0.02834293035173538,0.0
blend_alpha_0.05,24,0.625,0.736111111111111,0.16666666666666666,0.775,3.353546937530166,0.06115830421616585,0.16993526671325412,0.02834293035173538,0.05
blend_alpha_0.10,24,0.625,0.736111111111111,0.16666666666666666,0.775,3.3087710239072927,0.06115830421616585,0.16993526671325415,0.028342930351735383,0.1
blend_alpha_0.15,24,0.625,0.736111111111111,0.16666666666666666,0.775,3.263995110284419,0.06115830421616585,0.16993526671325415,0.028342930351735383,0.15
blend_alpha_0.20,24,0.625,0.736111111111111,0.16666666666666666,0.775,3.2196256538536376,0.06115830421616585,0.16993526671325415,0.028342930351735383,0.2
blend_alpha_0.25,24,0.625,0.736111111111111,0.16666666666666666,0.7708333333333334,3.178004577666279,0.06115830421616585,0.16993526671325415,0.02834293035173538,0.25
blend_alpha_0.30,24,0.625,0.736111111111111,0.16666666666666666,0.775,3.1404939474398055,0.06115830421616585,0.16993526671325412,0.02834293035173538,0.3
blend_alpha_0.35,24,0.625,0.7222222222222222,0.16666666666666666,0.775,3.107503157934442,0.06115830421616585,0.16993526671325412,0.028342930351735383,0.35
blend_alpha_0.40,24,0.625,0.7222222222222222,0.20833333333333334,0.7791666666666668,3.0792531153456943,0.06115830421616585,0.16993526671325415,0.02834293035173538,0.4
blend_alpha_0.45,24,0.625,0.7222222222222222,0.20833333333333334,0.7791666666666668,3.056150158575031,0.06115830421616585,0.16993526671325415,0.02834293035173538,0.45
blend_alpha_0.50,24,0.625,0.7083333333333334,0.16666666666666666,0.7875,3.0387430381403724,0.06115830421616585,0.16993526671325415,0.02834293035173538,0.5
blend_alpha_0.55,24,0.625,0.7222222222222222,0.16666666666666666,0.7916666666666666,3.0235367984644173,0.06115830421616585,0.16993526671325415,0.02834293035173538,0.55
blend_alpha_0.60,24,0.5833333333333334,0.7222222222222222,0.125,0.7916666666666666,3.0128509326190867,0.06115830421616585,0.16993526671325415,0.028342930351735383,0.6
blend_alpha_0.65,24,0.5416666666666666,0.736111111111111,0.125,0.7958333333333334,3.0051988516087347,0.06115830421616585,0.16993526671325412,0.028342930351735383,0.65
blend_alpha_0.70,24,0.5833333333333334,0.736111111111111,0.041666666666666664,0.7999999999999999,2.9996451597331006,0.06115830421616585,0.16993526671325415,0.028342930351735383,0.7
blend_alpha_0.75,24,0.5833333333333334,0.736111111111111,0.08333333333333333,0.7958333333333334,2.996988661222365,0.06115830421616585,0.16993526671325415,0.028342930351735383,0.75
blend_alpha_0.80,24,0.5833333333333334,0.75,0.08333333333333333,0.7916666666666666,2.998089290277735,0.06115830421616585,0.16993526671325415,0.028342930351735383,0.8
blend_alpha_0.85,24,0.5833333333333334,0.736111111111111,0.041666666666666664,0.7875,3.004010890669096,0.06115830421616585,0.16993526671325415,0.02834293035173538,0.85
blend_alpha_0.90,24,0.5833333333333334,0.736111111111111,0.041666666666666664,0.7958333333333334,3.0137511483849146,0.06115830421616585,0.16993526671325415,0.02834293035173538,0.9
blend_alpha_0.95,24,0.5833333333333334,0.7083333333333334,0.0,0.7958333333333334,3.0295596155484708,0.06115830421616585,0.16993526671325415,0.02834293035173538,0.95
blend_alpha_1.00,24,0.5833333333333334,0.7083333333333334,0.0,0.7916666666666666,3.052906295721058,0.06115830421616585,0.16993526671325415,0.02834293035173538,1.0
