model,races,winner_accuracy,podium_overlap_accuracy,podium_exact_order_accuracy,top10_overlap_accuracy,mae_finish_position,brier_podium,brier_top10,brier_win,alpha
blend_alpha_0.00,24,0.4166666666666667,0.6527777777777777,0.08333333333333333,0.8291666666666666,2.8976545842217485,0.0830424543946932,0.11793484956171524,0.0342471452262497,0.0
blend_alpha_0.05,24,0.4166666666666667,0.6527777777777777,0.08333333333333333,0.8291666666666666,2.8586851201865717,0.0830424543946932,0.11793484956171524,0.0342471452262497,0.05
blend_alpha_0.10,24,0.4166666666666667,0.6527777777777777,0.08333333333333333,0.8291666666666666,2.819715656151395,0.0830424543946932,0.11793484956171524,0.0342471452262497,0.1
blend_alpha_0.15,24,0.4166666666666667,0.6527777777777777,0.08333333333333333,0.8291666666666666,2.78085987052752,0.0830424543946932,0.11793484956171524,0.0342471452262497,0.15
blend_alpha_0.20,24,0.4166666666666667,0.6527777777777777,0.08333333333333333,0.8291666666666666,2.7452520622693326,0.0830424543946932,0.11793484956171522,0.034247145226249706,0.2
blend_alpha_0.25,24,0.4166666666666667,0.6527777777777777,0.08333333333333333,0.8291666666666666,2.7118203564265846,0.0830424543946932,0.11793484956171524,0.034247145226249706,0.25
blend_alpha_0.30,24,0.4166666666666667,0.6527777777777777,0.08333333333333333,0.8291666666666666,2.682025633732341,0.08304245439469322,0.11793484956171522,0.0342471452262497,0.3
blend_alpha_0.35,24,0.4166666666666667,0.6527777777777777,0.08333333333333333,0.8333333333333334,2.656236780864066,0.08304245439469322,0.11793484956171524,0.034247145226249706,0.35
blend_alpha_0.40,24,0.4166666666666667,0.6527777777777777,0.08333333333333333,0.8333333333333334,2.6362082876634894,0.08304245439469321,0.11793484956171524,0.034247145226249706,0.4
blend_alpha_0.45,24,0.4583333333333333,0.6527777777777777,0.08333333333333333,0.8291666666666667,2.6261155065458452,0.08304245439469321,0.11793484956171524,0.034247145226249706,0.45
blend_alpha_0.50,24,0.4583333333333333,0.6388888888888888,0.125,0.8250000000000001,2.62082927464444,0.08304245439469321,0.11793484956171524,0.034247145226249706,0.5
blend_alpha_0.55,24,0.4583333333333333,0.6527777777777777,0.125,0.8250000000000001,2.620112609134157,0.08304245439469321,0.11793484956171524,0.034247145226249706,0.55
blend_alpha_0.60,24,0.4583333333333333,0.6249999999999999,0.041666666666666664,0.8333333333333334,2.6247217380686183,0.0830424543946932,0.11793484956171524,0.034247145226249706,0.6
blend_alpha_0.65,24,0.4583333333333333,0.611111111111111,0.0,0.8333333333333334,2.633712056503495,0.08304245439469321,0.11793484956171524,0.0342471452262497,0.65
blend_alpha_0.70,24,0.4583333333333333,0.611111111111111,0.0,0.8375,2.647040309012095,0.0830424543946932,0.11793484956171524,0.0342471452262497,0.7
blend_alpha_0.75,24,0.4583333333333333,0.6249999999999999,0.08333333333333333,0.8458333333333335,2.6644010967347778,0.08304245439469321,0.11793484956171524,0.034247145226249706,0.75
blend_alpha_0.80,24,0.4583333333333333,0.6249999999999999,0.08333333333333333,0.8500000000000001,2.6875711998076515,0.08304245439469321,0.11793484956171524,0.034247145226249706,0.8
blend_alpha_0.85,24,0.4583333333333333,0.625,0.041666666666666664,0.8541666666666666,2.7162923728793436,0.0830424543946932,0.11793484956171522,0.034247145226249706,0.85
blend_alpha_0.90,24,0.4583333333333333,0.625,0.041666666666666664,0.85,2.749698654117208,0.08304245439469321,0.11793484956171524,0.034247145226249706,0.9
blend_alpha_0.95,24,0.4583333333333333,0.611111111111111,0.0,0.85,2.789014906672508,0.0830424543946932,0.11793484956171522,0.034247145226249706,0.95
blend_alpha_1.00,24,0.4583333333333333,0.5972222222222222,0.0,0.8500000000000001,2.830421128156082,0.0830424543946932,0.11793484956171522,0.034247145226249706,1.0
